#BGC_Name,Family Number,substring,file_name,Chromophore,OHHis,Salicylate,OHAsp,Ambiguous,Catechol,Dmaq,Graminine,Hydroxamate,Sum
NZ_CP039700.1.region001,1662,GCF_005144905,NZ_CP039700.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP063166.1.region005,1663,GCF_016806145,NZ_CP063166.1.region005.gbk,0,0,0,1,0,0,0,0,1,2
NZ_CP012946.1.region006,1664,GCF_001402875,NZ_CP012946.1.region006.gbk,0,0,0,0,0,1,0,0,0,1
NZ_AP022586.1.region001,1675,GCF_010731695,NZ_AP022586.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP066779.1.region001,1676,GCF_016598535,NZ_CP066779.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP066801.1.region020,1679,GCF_016598575,NZ_CP066801.1.region020.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP011924.1.region006,1681,GCF_000238315,NZ_CP011924.1.region006.gbk,0,0,0,1,0,1,0,0,0,2
NZ_CP069355.1.region001,1686,GCF_016864375,NZ_CP069355.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP070304.1.region005,1690,GCF_016917355,NZ_CP070304.1.region005.gbk,0,0,0,1,0,0,0,0,1,2
NZ_CP070496.1.region006,1694,GCF_016925535,NZ_CP070496.1.region006.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP032618.1.region005,1695,GCF_003626995,NZ_CP032618.1.region005.gbk,1,0,0,1,0,0,0,0,1,3
NZ_CP071796.1.region003,1714,GCF_017498525,NZ_CP071796.1.region003.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CP072827.1.region025,1719,GCF_017916255,NZ_CP072827.1.region025.gbk,0,0,0,0,0,1,0,0,0,1
NZ_AP021901.1.region004,1721,GCF_018325905,NZ_AP021901.1.region004.gbk,1,0,0,1,0,0,0,0,1,3
NZ_BLVZ01000003.1.region001,1725,GCF_015471405,NZ_BLVZ01000003.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CP076103.1.region004,1732,GCF_018732085,NZ_CP076103.1.region004.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP010979.1.region005,1742,GCF_000498395,NZ_CP010979.1.region005.gbk,0,1,0,0,0,0,0,0,1,2
NZ_CP077093.1.region009,1754,GCF_014268755,NZ_CP077093.1.region009.gbk,1,0,0,1,0,0,0,0,0,2
NZ_CP013997.1.region006,1756,GCF_001534745,NZ_CP013997.1.region006.gbk,1,0,0,0,0,0,0,0,0,1
NZ_BAGG01000019.1.region002,1763,GCF_000308695,NZ_BAGG01000019.1.region002.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP010029.1.region006,1767,GCF_001656035,NZ_CP010029.1.region006.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CYZU01000010.1.region001,1773,GCF_001404335,NZ_CYZU01000010.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_DS989904.1.region002,1776,GCF_000155595,NZ_DS989904.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
NZ_FAOZ01000002.1.region002,1778,GCF_001536285,NZ_FAOZ01000002.1.region002.gbk,0,0,1,0,0,0,0,0,1,2
NZ_FMAE01000009.1.region001,1790,GCF_900094575,NZ_FMAE01000009.1.region001.gbk,0,0,0,1,0,0,0,0,1,2
ATWE01000007.1.region001,1791,GCA_000421085,ATWE01000007.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_FMCW01000025.1.region001,1799,GCF_900091595,NZ_FMCW01000025.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_FMHU01000002.1.region006,1800,GCF_900091415,NZ_FMHU01000002.1.region006.gbk,0,0,1,0,0,0,0,0,1,2
KB899087.1.region007,1801,GCA_000378025,KB899087.1.region007.gbk,0,0,0,0,0,1,0,0,0,1
NZ_FNCC01000001.1.region003,1809,GCF_900100955,NZ_FNCC01000001.1.region003.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CP044426.1.region004,1815,GCF_008824185,NZ_CP044426.1.region004.gbk,0,0,0,0,1,1,0,0,0,2
NZ_FNET01000020.1.region001,1817,GCF_900100275,NZ_FNET01000020.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
JOGW01000008.1.region002,1818,GCA_000721375,JOGW01000008.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
JADQDF010000001.1.region002,1821,GCA_019263585,JADQDF010000001.1.region002.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP049838.1.region004,1822,GCF_013085465,NZ_CP049838.1.region004.gbk,0,0,0,0,0,1,0,0,0,1
NZ_BMWC01000004.1.region003,1823,GCF_014651035,NZ_BMWC01000004.1.region003.gbk,0,0,1,0,0,0,0,0,1,2
NZ_FNIX01000003.1.region005,1825,GCF_900104175,NZ_FNIX01000003.1.region005.gbk,0,0,1,0,0,0,0,0,0,1
NZ_FNIX01000015.1.region001,1826,GCF_900104175,NZ_FNIX01000015.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_FNKK01000002.1.region009,1831,GCF_900099985,NZ_FNKK01000002.1.region009.gbk,0,0,0,0,0,0,0,0,1,1
NZ_FNKP01000002.1.region001,1832,GCF_900099835,NZ_FNKP01000002.1.region001.gbk,0,0,0,0,0,0,0,1,0,1
NZ_AP020337.1.region006,1833,GCF_009176725,NZ_AP020337.1.region006.gbk,1,0,0,1,0,0,0,0,0,2
NZ_FNSA01000003.1.region012,1843,GCF_900104775,NZ_FNSA01000003.1.region012.gbk,0,0,0,0,0,1,0,0,1,2
NZ_FNSC01000001.1.region004,1844,GCF_900105355,NZ_FNSC01000001.1.region004.gbk,0,1,0,1,0,0,0,0,0,2
NZ_BJTV01000020.1.region001,1846,GCF_007176755,NZ_BJTV01000020.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_FNSR01000003.1.region001,1848,GCF_900104845,NZ_FNSR01000003.1.region001.gbk,0,0,0,1,0,0,0,1,0,2
NZ_CP011507.1.region002,1849,GCF_001186335,NZ_CP011507.1.region002.gbk,1,0,0,0,0,0,0,0,0,1
NZ_FNSY01000001.1.region013,1851,GCF_900105515,NZ_FNSY01000001.1.region013.gbk,0,0,0,0,0,0,0,0,1,1
NZ_ASJB01000028.1.region001,1852,GCF_000478275,NZ_ASJB01000028.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_AOHO01000028.1.region002,1853,GCF_000342005,NZ_AOHO01000028.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
NZ_FNTA01000004.1.region022,1854,GCF_900105055,NZ_FNTA01000004.1.region022.gbk,0,0,1,0,0,0,0,0,0,1
NC_007952.1.region004,1856,GCF_000013645,NC_007952.1.region004.gbk,0,0,0,1,0,0,0,0,1,2
NZ_AP014627.1.region012,1857,GCF_001547895,NZ_AP014627.1.region012.gbk,1,1,0,0,0,0,0,0,1,3
NC_008260.1.region003,1860,GCF_000009365,NC_008260.1.region003.gbk,0,0,0,0,0,0,0,0,1,1
NZ_BBJT01000002.1.region005,1861,GCF_000739915,NZ_BBJT01000002.1.region005.gbk,0,0,0,0,0,1,0,0,0,1
NZ_FOAV01000012.1.region001,1872,GCF_900109745,NZ_FOAV01000012.1.region001.gbk,0,0,0,1,0,0,0,0,1,2
NZ_CP077077.1.region008,1878,GCF_019139675,NZ_CP077077.1.region008.gbk,0,0,0,0,1,1,0,0,0,2
NZ_FOFV01000024.1.region001,1880,GCF_900111005,NZ_FOFV01000024.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_FOGI01000001.1.region006,1882,GCF_900111175,NZ_FOGI01000001.1.region006.gbk,0,0,0,0,0,1,0,0,0,1
JACDGV010000013.1.region001,1886,GCA_013821425,JACDGV010000013.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_FOHO01000001.1.region002,1887,GCF_900111675,NZ_FOHO01000001.1.region002.gbk,0,0,0,0,1,0,0,0,0,1
NZ_BCXG01000002.1.region001,1892,GCF_001894985,NZ_BCXG01000002.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP014546.1.region006,1895,GCF_001579805,NZ_CP014546.1.region006.gbk,0,0,1,0,0,0,0,0,0,1
NZ_FOKT01000011.1.region001,1897,GCF_900112305,NZ_FOKT01000011.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_FOLO01000002.1.region001,1899,GCF_900112265,NZ_FOLO01000002.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP054839.1.region005,1902,GCF_018141105,NZ_CP054839.1.region005.gbk,0,0,0,0,0,0,0,0,1,1
NZ_AP018365.1.region033,1904,GCF_016756395,NZ_AP018365.1.region033.gbk,0,0,1,0,0,0,0,0,0,1
NZ_FOQH01000002.1.region003,1908,GCF_900113695,NZ_FOQH01000002.1.region003.gbk,0,0,0,0,0,0,1,0,0,1
NZ_BMNC01000005.1.region001,1911,GCF_014646255,NZ_BMNC01000005.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_FOSN01000011.1.region001,1913,GCF_900114285,NZ_FOSN01000011.1.region001.gbk,0,1,0,0,0,0,0,0,0,1
NC_020504.1.region031,1915,GCF_000349325,NC_020504.1.region031.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP012184.1.region015,1917,GCF_001420995,NZ_CP012184.1.region015.gbk,0,0,0,0,0,0,0,0,1,1
NZ_BCQS01000039.1.region001,1919,GCF_001552195,NZ_BCQS01000039.1.region001.gbk,0,0,1,0,0,0,0,0,1,2
NZ_CP076538.1.region015,1922,GCF_018885265,NZ_CP076538.1.region015.gbk,0,0,0,0,0,1,0,0,0,1
NZ_BNBB01000025.1.region001,1924,GCF_014654615,NZ_BNBB01000025.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_FOYI01000007.1.region001,1929,GCF_900116005,NZ_FOYI01000007.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_FOYZ01000007.1.region001,1931,GCF_900112775,NZ_FOYZ01000007.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_FOZE01000001.1.region003,1932,GCF_900113225,NZ_FOZE01000001.1.region003.gbk,0,0,0,1,0,0,0,0,1,2
NZ_BNAW01000001.1.region003,1937,GCF_014654205,NZ_BNAW01000001.1.region003.gbk,0,0,0,0,0,0,0,0,1,1
NZ_FMBW01000091.1.region001,1939,GCF_900091725,NZ_FMBW01000091.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_FNPL01000013.1.region001,1940,GCF_900107305,NZ_FNPL01000013.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP025532.1.region002,1941,GCF_018336955,NZ_CP025532.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
NZ_FQVN01000003.1.region001,1942,GCF_900129375,NZ_FQVN01000003.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP017481.1.region005,1943,GCF_002307355,NZ_CP017481.1.region005.gbk,0,0,0,0,0,1,0,0,0,1
NZ_FQXE01000005.1.region001,1945,GCF_900129885,NZ_FQXE01000005.1.region001.gbk,0,0,0,0,0,0,0,1,0,1
NZ_ALOU01000019.1.region002,1946,GCF_000292345,NZ_ALOU01000019.1.region002.gbk,0,0,1,0,0,0,0,0,0,1
NZ_FQXZ01000006.1.region001,1947,GCF_900130105,NZ_FQXZ01000006.1.region001.gbk,0,0,0,0,1,0,0,0,0,1
NZ_ANAZ01000008.1.region002,1948,GCF_000340985,NZ_ANAZ01000008.1.region002.gbk,0,0,0,0,0,1,0,0,1,2
NZ_CP019631.1.region001,1949,GCF_001999245,NZ_CP019631.1.region001.gbk,0,0,0,0,1,1,0,0,0,2
NC_011830.1.region003,1953,GCF_000021925,NC_011830.1.region003.gbk,0,0,1,0,0,0,0,0,0,1
NZ_FRFD01000011.1.region001,1954,GCF_900143645,NZ_FRFD01000011.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_FSRV01000001.1.region002,1957,GCF_900142905,NZ_FSRV01000001.1.region002.gbk,0,0,0,1,0,0,0,0,1,2
NZ_FTNT01000001.1.region001,1960,GCF_900156495,NZ_FTNT01000001.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_FTOA01000006.1.region001,1962,GCF_900156605,NZ_FTOA01000006.1.region001.gbk,0,0,1,0,0,0,0,0,1,2
NZ_FUKR01000006.1.region001,1966,GCF_900163835,NZ_FUKR01000006.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_FWFS01000009.1.region001,1971,GCF_900172375,NZ_FWFS01000009.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_FWXR01000005.1.region001,1973,GCF_900176465,NZ_FWXR01000005.1.region001.gbk,0,0,0,0,1,1,0,0,0,2
NZ_FWXV01000001.1.region010,1974,GCF_900176515,NZ_FWXV01000001.1.region010.gbk,0,0,1,0,0,0,0,0,0,1
NZ_FXAM01000002.1.region002,1978,GCF_900155475,NZ_FXAM01000002.1.region002.gbk,0,0,0,1,0,0,0,0,0,1
NZ_AP018164.1.region013,1980,GCF_002356315,NZ_AP018164.1.region013.gbk,0,0,1,0,0,0,0,0,1,2
NZ_FXTK01000009.1.region001,1982,GCF_900182695,NZ_FXTK01000009.1.region001.gbk,0,0,0,0,1,1,0,0,0,2
NZ_FXXI01000001.1.region003,1984,GCF_900184095,NZ_FXXI01000001.1.region003.gbk,0,0,0,1,0,0,0,0,0,1
NZ_FXXI01000004.1.region001,1985,GCF_900184095,NZ_FXXI01000004.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_FYAU01000024.1.region001,1986,GCF_900185725,NZ_FYAU01000024.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_AP021903.1.region003,1990,GCF_018326005,NZ_AP021903.1.region003.gbk,1,0,0,1,0,0,0,0,1,3
JAHTMR010000014.1.region001,1991,GCA_019200975,JAHTMR010000014.1.region001.gbk,1,0,0,0,0,0,0,0,1,2
NZ_FZLN01000002.1.region001,1992,GCF_900197575,NZ_FZLN01000002.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP039432.1.region001,1998,GCF_005484805,NZ_CP039432.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_FZPC01000009.1.region001,1999,GCF_900187975,NZ_FZPC01000009.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NC_015663.1.region003,2000,GCF_000215745,NC_015663.1.region003.gbk,0,0,0,0,0,1,0,0,0,1
CP029378.1.region028,2001,GCA_003268675,CP029378.1.region028.gbk,0,0,0,0,0,0,0,0,1,1
NZ_GG657754.1.region032,2002,GCF_000158915,NZ_GG657754.1.region032.gbk,0,0,0,0,0,0,0,0,1,1
NZ_AP022582.1.region009,2007,GCF_010731595,NZ_AP022582.1.region009.gbk,0,0,1,0,0,0,0,0,1,2
DKMD01000018.1.region001,2010,GCA_002470465,DKMD01000018.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_HE610996.1.region001,2013,GCF_000285555,NZ_HE610996.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_HE997643.1.region003,2015,GCF_000312485,NZ_HE997643.1.region003.gbk,0,0,0,0,0,1,0,0,0,1
NZ_HF570958.1.region003,2016,GCF_001046855,NZ_HF570958.1.region003.gbk,0,0,0,0,0,1,0,0,0,1
NZ_HG322949.1.region004,2017,GCF_000723165,NZ_HG322949.1.region004.gbk,0,0,0,1,0,0,0,0,0,1
NZ_HG322949.1.region009,2019,GCF_000723165,NZ_HG322949.1.region009.gbk,0,0,0,1,0,0,0,0,0,1
NZ_CP016948.1.region009,2021,GCF_001642805,NZ_CP016948.1.region009.gbk,0,0,0,0,1,0,0,0,0,1
NZ_AP022565.1.region001,2024,GCF_010727325,NZ_AP022565.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_AP022613.1.region012,2025,GCF_010730195,NZ_AP022613.1.region012.gbk,0,0,1,0,0,0,0,0,1,2
DJJQ01000001.1.region001,2027,GCA_002434205,DJJQ01000001.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NC_017030.1.region019,2028,GCF_000255295,NC_017030.1.region019.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP017174.1.region011,2033,GCF_006402735,NZ_CP017174.1.region011.gbk,0,0,0,0,0,1,0,0,0,1
NC_013595.1.region008,2034,GCF_000024865,NC_013595.1.region008.gbk,0,0,0,0,0,0,0,0,1,1
NZ_JAAGOA010000016.1.region001,2035,GCF_010550675,NZ_JAAGOA010000016.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_JAAGOW010000005.1.region001,2036,GCF_010499245,NZ_JAAGOW010000005.1.region001.gbk,0,0,0,1,0,0,0,0,0,1
NC_010623.1.region002,2037,GCF_000020045,NC_010623.1.region002.gbk,0,0,0,1,0,0,0,0,1,2
NC_016887.1.region003,2040,GCF_000284035,NC_016887.1.region003.gbk,0,0,0,0,0,0,0,0,1,1
NC_008570.1.region003,2042,GCF_000014805,NC_008570.1.region003.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JAAIUV010000003.1.region001,2043,GCF_010975035,NZ_JAAIUV010000003.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_FXTI01000011.1.region001,2044,GCF_900182565,NZ_FXTI01000011.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JAAIXY010000035.1.region001,2046,GCF_010894455,NZ_JAAIXY010000035.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JAAIYO010000012.1.region001,2047,GCF_014930455,NZ_JAAIYO010000012.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JAAKZG010000008.1.region001,2048,GCF_011045115,NZ_JAAKZG010000008.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JAAMQM010000003.1.region001,2054,GCF_013523055,NZ_JAAMQM010000003.1.region001.gbk,1,0,0,1,0,0,0,0,1,3
NZ_JAANNO010000004.1.region001,2059,GCF_011250645,NZ_JAANNO010000004.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JAAOHY010000003.1.region001,2063,GCF_011308835,NZ_JAAOHY010000003.1.region001.gbk,0,0,0,0,1,1,0,0,0,2
NZ_CP014222.1.region008,2064,GCF_000969645,NZ_CP014222.1.region008.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JAAOTJ010000002.1.region001,2066,GCF_011297335,NZ_JAAOTJ010000002.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_FMCV01000025.1.region001,2074,GCF_900091565,NZ_FMCV01000025.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_JAASAF010000004.1.region003,2075,GCF_012726195,NZ_JAASAF010000004.1.region003.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JAASAG010000004.1.region001,2076,GCF_012726265,NZ_JAASAG010000004.1.region001.gbk,0,0,0,0,0,1,0,0,1,2
NZ_JAATHD010000009.1.region001,2080,GCF_011947265,NZ_JAATHD010000009.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JAANPV010000002.1.region001,2081,GCF_011290505,NZ_JAANPV010000002.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JAATOX010000008.1.region001,2082,GCF_011806385,NZ_JAATOX010000008.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_JAAVJI010000001.1.region001,2085,GCF_012033695,NZ_JAAVJI010000001.1.region001.gbk,0,0,0,1,0,0,0,0,1,2
NZ_JAAXCY010000017.1.region001,2090,GCF_014230465,NZ_JAAXCY010000017.1.region001.gbk,1,0,0,0,0,0,0,0,0,1
NZ_JAAXYH010000001.1.region002,2096,GCF_012911865,NZ_JAAXYH010000001.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JABBMT010000002.1.region001,2107,GCF_012927645,NZ_JABBMT010000002.1.region001.gbk,0,0,0,0,1,1,0,0,0,2
NZ_BAEH01000036.1.region001,2108,GCF_000241305,NZ_BAEH01000036.1.region001.gbk,0,0,1,0,0,0,0,0,1,2
NZ_JABBND010000005.1.region001,2109,GCF_012933465,NZ_JABBND010000005.1.region001.gbk,0,0,0,0,0,1,0,0,1,2
NZ_AP021846.1.region003,2110,GCF_009176705,NZ_AP021846.1.region003.gbk,0,0,0,1,0,0,0,0,0,1
NZ_JABETO010000015.1.region003,2114,GCF_013055795,NZ_JABETO010000015.1.region003.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JABJRC010000002.1.region001,2121,GCF_013131805,NZ_JABJRC010000002.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_JABVEC010000015.1.region001,2138,GCF_014323705,NZ_JABVEC010000015.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_JABVED010000006.1.region001,2139,GCF_014323725,NZ_JABVED010000006.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NC_018485.1.region009,2140,GCF_000304315,NC_018485.1.region009.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP012201.1.region008,2141,GCF_001191005,NZ_CP012201.1.region008.gbk,0,0,0,0,0,0,0,0,1,1
NZ_JABXWT010000011.1.region001,2155,GCF_013377785,NZ_JABXWT010000011.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JACAOY010000006.1.region001,2160,GCF_013385985,NZ_JACAOY010000006.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
FLQS01000089.1.region001,2167,GCA_900078375,FLQS01000089.1.region001.gbk,0,0,1,0,0,0,0,0,1,2
NZ_JACBNX010000027.1.region001,2168,GCF_013403875,NZ_JACBNX010000027.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_JACBXA010000005.1.region001,2169,GCF_013870515,NZ_JACBXA010000005.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_JACBZD010000001.1.region007,2173,GCF_013407765,NZ_JACBZD010000001.1.region007.gbk,0,0,0,0,0,0,0,0,1,1
NZ_FCOC02000018.1.region002,2175,GCF_001544455,NZ_FCOC02000018.1.region002.gbk,0,0,0,1,0,0,0,1,0,2
NZ_JACCBN010000001.1.region007,2177,GCF_013409505,NZ_JACCBN010000001.1.region007.gbk,0,0,0,0,0,0,0,0,1,1
NZ_JACCBP010000002.1.region001,2178,GCF_013408655,NZ_JACCBP010000002.1.region001.gbk,0,0,0,1,0,0,0,0,1,2
NZ_JACCFK010000002.1.region002,2186,GCF_013410405,NZ_JACCFK010000002.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JACCFK010000002.1.region006,2187,GCF_013410405,NZ_JACCFK010000002.1.region006.gbk,0,0,1,0,0,0,0,0,0,1
NZ_JACCFR010000001.1.region004,2189,GCF_013410305,NZ_JACCFR010000001.1.region004.gbk,0,0,0,0,0,0,0,0,1,1
NZ_JACDUR010000005.1.region002,2193,GCF_013761175,NZ_JACDUR010000005.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JACEMU010000004.1.region001,2196,GCF_013868135,NZ_JACEMU010000004.1.region001.gbk,0,0,0,0,1,1,0,0,0,2
NZ_JACEOG010000001.1.region002,2197,GCF_013868155,NZ_JACEOG010000001.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JACHBW010000004.1.region001,2205,GCF_014200455,NZ_JACHBW010000004.1.region001.gbk,0,0,0,1,0,0,0,0,1,2
NZ_JACHGN010000006.1.region003,2214,GCF_014202315,NZ_JACHGN010000006.1.region003.gbk,0,0,1,0,0,0,0,0,0,1
NZ_JACHGO010000010.1.region001,2216,GCF_014202345,NZ_JACHGO010000010.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_JACHGT010000002.1.region001,2218,GCF_014202425,NZ_JACHGT010000002.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JACHJQ010000001.1.region001,2230,GCF_014203735,NZ_JACHJQ010000001.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_JACHJW010000001.1.region017,2233,GCF_014203835,NZ_JACHJW010000001.1.region017.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JACHMH010000001.1.region012,2241,GCF_014204915,NZ_JACHMH010000001.1.region012.gbk,0,0,1,0,0,0,0,0,1,2
NZ_JACHMP010000001.1.region003,2244,GCF_014204985,NZ_JACHMP010000001.1.region003.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JACHMT010000007.1.region001,2248,GCF_014208095,NZ_JACHMT010000007.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_BMPW01000004.1.region001,2252,GCF_014647795,NZ_BMPW01000004.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_JACHOP010000004.1.region001,2256,GCF_014199935,NZ_JACHOP010000004.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_JACHWZ010000001.1.region001,2262,GCF_014191725,NZ_JACHWZ010000001.1.region001.gbk,0,0,0,1,0,0,0,0,0,1
NZ_JACHYN010000005.1.region001,2266,GCF_014192915,NZ_JACHYN010000005.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_JACIFP010000001.1.region002,2274,GCF_014197435,NZ_JACIFP010000001.1.region002.gbk,0,0,0,0,0,1,0,0,1,2
NZ_AEYF01000045.1.region001,2276,GCF_000292525,NZ_AEYF01000045.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_JACJNU010000047.1.region001,2279,GCF_014849525,NZ_JACJNU010000047.1.region001.gbk,0,0,0,1,0,0,0,0,0,1
NZ_JACJOD010000076.1.region001,2280,GCF_014695385,NZ_JACJOD010000076.1.region001.gbk,0,0,0,1,0,0,0,0,0,1
NC_019753.1.region001,2282,GCF_000317495,NC_019753.1.region001.gbk,0,0,0,1,0,0,0,0,0,1
NZ_JACJPD010000012.1.region001,2284,GCF_014695895,NZ_JACJPD010000012.1.region001.gbk,0,0,1,1,0,0,0,0,0,2
NZ_JACJPF010000041.1.region001,2285,GCF_014695915,NZ_JACJPF010000041.1.region001.gbk,0,0,0,1,0,0,0,0,0,1
JAAANX010000151.1.region001,2289,GCA_009909085,JAAANX010000151.1.region001.gbk,0,0,0,1,0,0,0,0,0,1
NZ_AP018207.1.region010,2291,GCF_002367995,NZ_AP018207.1.region010.gbk,0,0,0,1,0,0,0,0,0,1
NZ_JACJRG010000003.1.region002,2292,GCF_014697125,NZ_JACJRG010000003.1.region002.gbk,0,0,0,1,0,0,0,0,0,1
NZ_JACJRU010000002.1.region003,2294,GCF_014697425,NZ_JACJRU010000002.1.region003.gbk,0,0,0,1,0,0,0,0,0,1
NZ_AP018180.1.region020,2296,GCF_002368155,NZ_AP018180.1.region020.gbk,0,0,0,1,0,0,0,0,0,1
NZ_JACJSG010000005.1.region001,2297,GCF_014697625,NZ_JACJSG010000005.1.region001.gbk,0,0,0,1,0,0,0,0,0,1
AP018280.1.region001,2298,GCA_004296455,AP018280.1.region001.gbk,0,0,0,1,0,0,0,0,0,1
NZ_JACJST010000003.1.region002,2299,GCF_014698305,NZ_JACJST010000003.1.region002.gbk,0,0,0,1,0,0,0,0,0,1
NZ_JACJTD010000002.1.region001,2300,GCF_014698505,NZ_JACJTD010000002.1.region001.gbk,0,0,0,1,0,0,0,0,0,1
NZ_JACJTQ010000001.1.region003,2301,GCF_014698735,NZ_JACJTQ010000001.1.region003.gbk,0,0,0,1,0,0,0,0,0,1
NZ_JACJTT010000019.1.region001,2303,GCF_014698825,NZ_JACJTT010000019.1.region001.gbk,0,0,0,1,0,0,0,0,0,1
NZ_JACJOG010000034.1.region001,2304,GCF_014695375,NZ_JACJOG010000034.1.region001.gbk,0,0,0,1,0,0,0,0,0,1
NZ_JACJUO010000003.1.region001,2306,GCF_014397025,NZ_JACJUO010000003.1.region001.gbk,0,0,0,0,1,1,0,0,0,2
